text,true_label,pred_label,pred_prob_TRUE,error_type,confidence,char_length,word_count,unique_word_ratio,avg_word_length,digit_ratio,uppercase_ratio,punctuation_ratio,non_alphanumeric_ratio,newline_count,url_count,repeated_token_count,very_long_token_count,short_sentence_count,long_sentence_count,approx_sentence_count
"Decked some shelves with bobblys! *ahhh*)
And... I've started a little Christmas crafting.",FALSE,TRUE,0.6450404651467903,false_positive,0.6450404651467903,90.0,14.0,1.0,4.928571428571429,0.0,0.057971014492753624,0.1,0.1,1.0,0.0,0.0,0.0,3.0,0.0,4.0
While I appreciate your diligence truthness courage I think your response does little to address the issue of the article which is that the article in question is not written in the first person and therefore cannot be considered a personal narrative.,FALSE,TRUE,0.6392989520284981,false_positive,0.6392989520284981,251.0,42.0,0.8095238095238095,4.976190476190476,0.0,0.014354066985645933,0.00398406374501992,0.00398406374501992,0.0,0.0,8.0,0.0,0.0,1.0,1.0
"Often animals are brought pressure response, and anxiety reduction due. Therapy dogs are trained to help their owners cope with various challenges that they may face in their daily lives.",FALSE,TRUE,0.6383908785166553,false_positive,0.6383908785166553,187.0,30.0,0.9333333333333333,5.166666666666667,0.0,0.012903225806451613,0.016042780748663103,0.016042780748663103,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"Serape, ""Tom cat antics"", ""Picky eater mama"", and ""Camping in style""
Serape, ""Tom cat antics,"" ""Picky eater mama,"" and ""Camping in style""
Serape, ""Tom cat antics,"" ""Picky eater mama,"" and ""Camping in style"" are three of the funniest videos that I've ever seen.",FALSE,TRUE,0.6379329173133679,false_positive,0.6379329173133679,260.0,44.0,0.5,4.295454545454546,0.0,0.06878306878306878,0.11153846153846154,0.11153846153846154,2.0,0.0,22.0,0.0,0.0,0.0,3.0
ACROSS 18 FIL DIR Done a bit ago. I REACTED.,FALSE,TRUE,0.6342184470835961,false_positive,0.6342184470835961,44.0,10.0,1.0,3.3,0.045454545454545456,0.6774193548387096,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,0.0,2.0
"Would any other household items include calendar-printable stickers with extra designs available?""
""Can you provide more information about the calendar-printable stickers included in the household items.",FALSE,TRUE,0.6340531880100012,false_positive,0.6340531880100012,203.0,28.0,0.7857142857142857,6.142857142857143,0.0,0.011627906976744186,0.029556650246305417,0.029556650246305417,1.0,0.0,6.0,0.0,0.0,0.0,3.0
"Everything starting from appetizers to dessert I’d try was mouth falling. One of the best dishes I tried was the pork belly, which was tender, juicy and melt in your mouth.",FALSE,TRUE,0.633302371227848,false_positive,0.633302371227848,172.0,32.0,0.84375,4.28125,0.0,0.029197080291970802,0.023255813953488372,0.029069767441860465,0.0,0.0,5.0,0.0,0.0,0.0,2.0
"Despite potential slips or spills fortunately lost luggage, a lack of a favorite dish, and the inevitable exhaustion that comes with travel, there are numerous benefits to taking a trip.",FALSE,TRUE,0.6324700890712313,false_positive,0.6324700890712313,186.0,30.0,0.9333333333333333,5.1,0.0,0.006535947712418301,0.021505376344086023,0.021505376344086023,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"That would take around two good selfies».

    `2**: If you're feeling adventurous, you can try to make a DIY version of a hair straightener or curling iron by using a heated curling rod and a metal comb.",FALSE,TRUE,0.6204602458114464,false_positive,0.6204602458114464,204.0,38.0,0.868421052631579,4.052631578947368,0.004901960784313725,0.032679738562091505,0.0392156862745098,0.04411764705882353,2.0,0.0,5.0,0.0,0.0,1.0,2.0
"Something comforting with plenty leftovers so NO SALTS nor MSG please consider that. Can be made with any type of beans, but I prefer black beans.",FALSE,TRUE,0.6189707279302858,false_positive,0.6189707279302858,146.0,26.0,0.9230769230769231,4.538461538461538,0.0,0.11016949152542373,0.02054794520547945,0.02054794520547945,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"From women using platforms, they didnn always go to the skies. In the early 1900s, female pilots were considered oddities and were not taken seriously.",FALSE,TRUE,0.6176024601304848,false_positive,0.6176024601304848,151.0,25.0,0.92,4.92,0.026490066225165563,0.01680672268907563,0.026490066225165563,0.026490066225165563,0.0,0.0,2.0,0.0,0.0,0.0,2.0
It usually takes a lot of effort.</dative> 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote User Avatar dative 1 Vote.,FALSE,TRUE,0.6174696407937973,false_positive,0.6174696407937973,804.0,155.0,0.07741935483870968,4.167741935483871,0.03731343283582089,0.1444805194805195,0.006218905472636816,0.006218905472636816,0.0,0.0,143.0,0.0,0.0,1.0,2.0
"To protect both customers  as one of the most significant technological breakthroughs of the 20th century, and to ensure that the public's safety and privacy are protected, the National Bureau of Standards developed the first computer security standard in 1983.",FALSE,TRUE,0.6147854927801389,false_positive,0.6147854927801389,261.0,41.0,0.8048780487804879,5.2926829268292686,0.022988505747126436,0.018957345971563982,0.01532567049808429,0.01532567049808429,0.0,0.0,8.0,0.0,0.0,1.0,1.0
"To help determine the best academic mix intensive studies, the Department's Education Office annually conducts a survey of students, faculty, and alumni to gather information about course preferences and interests.",FALSE,TRUE,0.6080734444795046,false_positive,0.6080734444795046,214.0,31.0,0.9032258064516129,5.806451612903226,0.0,0.022222222222222223,0.02336448598130841,0.02336448598130841,0.0,0.0,3.0,0.0,0.0,1.0,1.0
"The conversation will also touch on how ecommerce entrepreneurs must adapt by offering personalized cleaning supply product bundles based on the customer’s specific needs, such as pet-friendly products or products for specific types of flooring.",FALSE,TRUE,0.6046064413148143,false_positive,0.6046064413148143,245.0,37.0,0.8918918918918919,5.594594594594595,0.0,0.004830917874396135,0.012244897959183673,0.0163265306122449,0.0,0.0,4.0,0.0,0.0,1.0,1.0
"Be it for its coffee grpeamant, for those who just want a quick snack to accompany their morning coffee, or as a healthy option for a mid-day pick-me-up, muffins are a versatile and delicious snack.",FALSE,TRUE,0.6042653276196216,false_positive,0.6042653276196216,198.0,38.0,0.8157894736842105,4.131578947368421,0.0,0.006369426751592357,0.03535353535353535,0.03535353535353535,0.0,0.0,7.0,0.0,0.0,1.0,1.0
Paris itself has several historic bridges boldly showcased an architectural design inspired if not directly derived from the Gothic style.,FALSE,TRUE,0.6009916874196604,false_positive,0.6009916874196604,138.0,20.0,1.0,5.9,0.0,0.01694915254237288,0.007246376811594203,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Dogs may not form exactly similar ideas about smiles that exist culturally among sapiens, but they have an innate capacity to recognize and respond to facial expressions in their own way.",FALSE,TRUE,0.5973394182616709,false_positive,0.5973394182616709,187.0,31.0,0.967741935483871,5.0,0.0,0.0064516129032258064,0.0106951871657754,0.0106951871657754,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"With an expanded global market for crossover CBD petroleum, more oil processors are turning attention towards creating CBD-infused petroleum products that are legal to use in the U.",FALSE,TRUE,0.5969457748477248,false_positive,0.5969457748477248,181.0,29.0,0.896551724137931,5.206896551724138,0.0,0.052980132450331126,0.016574585635359115,0.016574585635359115,0.0,0.0,3.0,0.0,0.0,1.0,1.0
"Although its size and design across SodaStream's range have different variations, the Fizzi One Touch Carbonation Bottle is a unique product that is worth highlighting.",FALSE,TRUE,0.5944964731745697,false_positive,0.5944964731745697,168.0,26.0,0.9615384615384616,5.423076923076923,0.0,0.05673758865248227,0.017857142857142856,0.017857142857142856,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"Oh yes, the usually very well-mean and very customer-gracious cashiers at Target were not too thrilled about being asked to take a break from their cash register duties to go help a customer locate a product.",FALSE,TRUE,0.5902461137506885,false_positive,0.5902461137506885,208.0,38.0,0.868421052631579,4.447368421052632,0.0,0.011834319526627219,0.019230769230769232,0.019230769230769232,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"Perhaps it somehow reflects the Japanese concept underlying offering, as described in Yoshikawa's work, where the offering is not just the thing itself, but the entire process of creation, production, and offering.",FALSE,TRUE,0.5876953274222765,false_positive,0.5876953274222765,214.0,33.0,0.8484848484848485,5.333333333333333,0.0,0.017045454545454544,0.03271028037383177,0.03271028037383177,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"Although most proposals centering budget law referenda have received positive feedback in numerous polls, the outcome of the vote is uncertain and depends on many factors.",FALSE,TRUE,0.5870287064570131,false_positive,0.5870287064570131,171.0,26.0,0.9615384615384616,5.538461538461538,0.0,0.006944444444444444,0.011695906432748537,0.011695906432748537,0.0,0.0,1.0,0.0,0.0,1.0,1.0
3 Great Reasons. Great food + great value. Come anytime. We promise you won't be disappointed.,FALSE,TRUE,0.5864650748680321,false_positive,0.5864650748680321,94.0,16.0,0.875,4.5625,0.010638297872340425,0.06944444444444445,0.06382978723404255,0.06382978723404255,0.0,0.0,2.0,0.0,3.0,0.0,4.0
"Retained in my continuing studies’ background, the influence and progress of video game design as a discipline in the 21st century has been significant, with the introduction of new technologies and tools, the establishment of new paradigms and conventions, and the emergence of new genres and types of games.",FALSE,TRUE,0.5847472489700741,false_positive,0.5847472489700741,309.0,49.0,0.6938775510204082,5.204081632653061,0.006472491909385114,0.003952569169960474,0.016181229773462782,0.019417475728155338,0.0,0.0,15.0,0.0,0.0,1.0,1.0
"Consumers can connect directly by utilizing iMessage (courtesy Sprint), which is an instant messaging service, and send SMS/MMS messages.",FALSE,TRUE,0.5845602788921596,false_positive,0.5845602788921596,137.0,20.0,1.0,5.65,0.0,0.07964601769911504,0.043795620437956206,0.043795620437956206,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available online.
""HSA The Virtual Shoe Store Online Shop offers a complete spectrum of high quality shoes, boots and sandals for men, women and children.",FALSE,TRUE,0.5814743708338863,false_positive,0.5814743708338863,154.0,25.0,0.92,5.0,0.0,0.08,0.032467532467532464,0.032467532467532464,1.0,0.0,2.0,0.0,1.0,0.0,2.0
"'',
      //         ""Início brigade, que, de longascumbus vestigia fumus\n"",
      //         ""Terra, cùm pluvias cùm sordida cùm sordida pluvia\n"",
      //         ""Sed, dum tibi, deus, non fuit tibi, deus, non fuit.",FALSE,TRUE,0.5796714818589628,false_positive,0.5796714818589628,219.0,27.0,0.7037037037037037,4.518518518518518,0.0,0.02459016393442623,0.1232876712328767,0.1232876712328767,3.0,0.0,8.0,0.0,0.0,0.0,4.0
"aptors. 13, ""Valvere A. G. and Kelly J."" E.",FALSE,TRUE,0.5782095505654365,false_positive,0.5782095505654365,43.0,9.0,1.0,3.0,0.046511627906976744,0.24,0.18604651162790697,0.18604651162790697,0.0,0.0,0.0,0.0,5.0,0.0,5.0
"Based purely the information that Cheryl has collected, do you believe targeting young consumers with a higher average income would be more effective than targeting older consumers with a higher average income for the introduction of the new product line.",FALSE,TRUE,0.575892028121804,false_positive,0.575892028121804,255.0,40.0,0.775,5.35,0.0,0.009345794392523364,0.00784313725490196,0.00784313725490196,0.0,0.0,9.0,0.0,0.0,1.0,1.0
Researchers incorporate genetic manipulation exercises whereby they use molecular tools methods such CRsIPRs and TALENs to create genetic mutations in cells or organisms.,FALSE,TRUE,0.566333856771897,false_positive,0.566333856771897,170.0,23.0,0.9565217391304348,6.391304347826087,0.0,0.07482993197278912,0.0058823529411764705,0.0058823529411764705,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"There, you might find some discussion about how to compose or arrange in different styles). 1-2-3-4-5-6-7-8-9-10.",FALSE,TRUE,0.5654984569611927,false_positive,0.5654984569611927,113.0,25.0,1.0,3.4,0.09734513274336283,0.013513513513513514,0.11504424778761062,0.11504424778761062,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"Instruction assistant</staffprov‌‌

assistant549: Please provide me with a list of ingredients and step-by-step instructions for making a vegan and gluten-free version of lasagna that is also low in calories and fat.",FALSE,TRUE,0.5638942959833326,false_positive,0.5638942959833326,216.0,35.0,0.8571428571428571,5.0285714285714285,0.013888888888888888,0.011560693641618497,0.032407407407407406,0.041666666666666664,2.0,0.0,5.0,0.0,1.0,1.0,2.0
"Not because little elves come March much more fun, too.Now, I'm not saying that I'm not excited for Christmas, because I am.",FALSE,TRUE,0.563809245725094,false_positive,0.563809245725094,124.0,25.0,0.76,3.84,0.0,0.07291666666666667,0.056451612903225805,0.056451612903225805,0.0,0.0,6.0,0.0,0.0,0.0,2.0
"For windy conditions or high-sided rooflines that aren’t flat, snow can pile up quickly, creating a potentially dangerous situation for drivers.",FALSE,TRUE,0.5634308115636913,false_positive,0.5634308115636913,144.0,23.0,0.9565217391304348,5.173913043478261,0.0,0.008403361344537815,0.027777777777777776,0.034722222222222224,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"This sum total is equal you fund, as it paid. I will give you the option to pay for it in two payments if that would be more comfortable for you.",FALSE,TRUE,0.5616989109043452,false_positive,0.5616989109043452,145.0,31.0,0.8709677419354839,3.6129032258064515,0.0,0.017857142857142856,0.020689655172413793,0.020689655172413793,0.0,0.0,4.0,0.0,0.0,0.0,2.0
"Nearby you’ll also fully-merged interactive displays include augmented realities, virtual reality environments, and even a full-scale reproduction of the International Space Station.",FALSE,TRUE,0.5597692748536649,false_positive,0.5597692748536649,182.0,25.0,1.0,6.2,0.0,0.025806451612903226,0.027472527472527472,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"A simple field with cherry blosstrees. If there is a place (or art piece, really) that perfectly captures the essence of spring, it's this one.",FALSE,TRUE,0.5593333685818711,false_positive,0.5593333685818711,143.0,26.0,0.9615384615384616,4.3076923076923075,0.0,0.017857142857142856,0.04895104895104895,0.04895104895104895,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"(animation)
As Hurricane Maria makes NS fatal impact in Dominique. Emergency officials in the Caribbean are bracing for the worst as Hurricane Maria makes landfall in Dominique.",FALSE,TRUE,0.5583808226058123,false_positive,0.5583808226058123,177.0,27.0,0.7037037037037037,5.444444444444445,0.0,0.07482993197278912,0.022598870056497175,0.022598870056497175,1.0,0.0,8.0,0.0,1.0,0.0,3.0
"Without the provision of adequate ward rod´s and storage space such items imply that you will have to take them off the wall, which means that they will have to be carried around in your hands.",FALSE,TRUE,0.5572805050253735,false_positive,0.5572805050253735,193.0,37.0,0.8648648648648649,4.1891891891891895,0.0,0.0064516129032258064,0.010362694300518135,0.015544041450777202,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"During hands-on practice-co
Food Science & Industry Canada is committed  to developing the next generation of food industry leaders through its Food Science & Industry Canada (FSIC) program.",FALSE,TRUE,0.5511777093216323,false_positive,0.5511777093216323,190.0,28.0,0.7857142857142857,5.535714285714286,0.0,0.08387096774193549,0.03684210526315789,0.03684210526315789,1.0,0.0,6.0,0.0,1.0,0.0,2.0
Watch video. For sweet Tooth Mama like myself I recently found Mel's Homemade Sweet Tooth Mix.,FALSE,TRUE,0.548175207740696,false_positive,0.548175207740696,94.0,17.0,0.8823529411764706,4.470588235294118,0.0,0.13157894736842105,0.031914893617021274,0.031914893617021274,0.0,0.0,2.0,0.0,1.0,0.0,2.0
"One solution being considered involve making buildings with sound-proof tiles. That presents a whole new set of problems, though.",FALSE,TRUE,0.5408588935865916,false_positive,0.5408588935865916,129.0,20.0,1.0,5.35,0.0,0.018691588785046728,0.031007751937984496,0.031007751937984496,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"- The Cosmopexperience salon chair in Los ange
Any salon will tell you that one of the most important aspects of running a successful business is creating a comfortable and inviting environment for clients.",FALSE,TRUE,0.5374025376962444,false_positive,0.5374025376962444,206.0,33.0,0.8787878787878788,5.181818181818182,0.0,0.023391812865497075,0.009708737864077669,0.009708737864077669,1.0,0.0,4.0,1.0,0.0,1.0,2.0
"Made locally here. Buy Somerset Smooth Linens, the top quality linen that offers the perfect balance of durability, comfort, and style for your home.",FALSE,TRUE,0.5357648023057939,false_positive,0.5357648023057939,149.0,24.0,0.9583333333333334,5.041666666666667,0.0,0.04132231404958678,0.03355704697986577,0.03355704697986577,0.0,0.0,1.0,0.0,1.0,0.0,2.0
"Would this require a lot more smoariumade to create! Also - I've seen other recipes that call for a little more time in the oven, so I'm curious if that would result in a better texture.",FALSE,TRUE,0.5346653679151075,false_positive,0.5346653679151075,186.0,37.0,0.8108108108108109,3.918918918918919,0.0,0.027586206896551724,0.03225806451612903,0.03225806451612903,0.0,0.0,7.0,0.0,0.0,1.0,2.0
"My hope someday is to complete Shaman in order to fully appreciate such refining rituals as drinking tea with your friends and family, reading the newspaper and watching TV.",FALSE,TRUE,0.5327550771240686,false_positive,0.5327550771240686,173.0,29.0,0.9310344827586207,4.931034482758621,0.0,0.027972027972027972,0.011560693641618497,0.011560693641618497,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"During its full length, the promoting guides truly are something you’d like a look at if you’re looking to find out more on the internet marketing world.",FALSE,TRUE,0.5322086332507334,false_positive,0.5322086332507334,153.0,29.0,0.9310344827586207,4.241379310344827,0.0,0.008130081300813009,0.013071895424836602,0.026143790849673203,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"Let do it! 🚀""],
[""But first of our walking adventure team, we need to go through some basic preparation before we head out.",FALSE,TRUE,0.5302736925120697,false_positive,0.5302736925120697,123.0,22.0,0.9545454545454546,4.181818181818182,0.0,0.021739130434782608,0.06504065040650407,0.07317073170731707,1.0,0.0,1.0,0.0,1.0,0.0,3.0
"Although some of you are regular avid fans towards the traditional and print types to get a more authentic look and feel, there are many who prefer to use digital invitations to send out to their friends.",FALSE,TRUE,0.5297046369856016,false_positive,0.5297046369856016,204.0,37.0,0.8648648648648649,4.486486486486487,0.0,0.006024096385542169,0.00980392156862745,0.00980392156862745,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"By leveraging the research questions, researchers continually revise information gathering activities that are relevant where necessary. The research question is the fundamental foundation of a research study, and the research question is the fundamental foundation of a research study, and the research question is the fundamental foundation of a research study.",FALSE,TRUE,0.5274451660985698,false_positive,0.5274451660985698,363.0,51.0,0.47058823529411764,6.03921568627451,0.0,0.006493506493506494,0.013774104683195593,0.013774104683195593,0.0,0.0,27.0,0.0,0.0,1.0,2.0
"Hundreds have scattered throughout Mexico failed Sunday as the fifth largest city, Oaxaca, was hit by a powerful earthquake, injuring at least 64 people.",FALSE,TRUE,0.5253406196858986,false_positive,0.5253406196858986,153.0,24.0,1.0,5.25,0.013071895424836602,0.03225806451612903,0.026143790849673203,0.026143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Experts in these respective fields enlisted interdisciplinary support of mechanical & bi-pysics, computer science, and biomedical engineering to develop the wearable device.",FALSE,TRUE,0.5216991758360471,false_positive,0.5216991758360471,173.0,22.0,1.0,6.681818181818182,0.0,0.006802721088435374,0.028901734104046242,0.028901734104046242,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"UN Environment Programme Director Atlef Tonne emphasized that: ""I am delighted to see that the European Union is taking such a strong stance on this issue.",FALSE,TRUE,0.5212398403413646,false_positive,0.5212398403413646,155.0,26.0,0.9615384615384616,4.884615384615385,0.0,0.07874015748031496,0.01935483870967742,0.01935483870967742,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"These dangers stretch far beyond concerns wellness professionals and environmental activists tend to hover, and they’re not just limited to the immediate vicinity of the pipeline.",FALSE,TRUE,0.5169782086479097,false_positive,0.5169782086479097,179.0,27.0,0.8888888888888888,5.592592592592593,0.0,0.006622516556291391,0.0111731843575419,0.01675977653631285,0.0,0.0,3.0,0.0,0.0,1.0,1.0
"Instead . . .
The washing pole invention was one of countless ingenious ideas that arose in the mid-19th century from the convergence of technological advancements and societal needs.",FALSE,TRUE,0.5161020214336495,false_positive,0.5161020214336495,183.0,27.0,0.8888888888888888,5.555555555555555,0.01092896174863388,0.013513513513513514,0.0273224043715847,0.0273224043715847,1.0,0.0,3.0,0.0,1.0,1.0,2.0
"Now is a wonderful season isnott it, with crisp weather in all the states. Makes me want to run around and play in the leaves and take walks in the park.",FALSE,TRUE,0.5156451770009792,false_positive,0.5156451770009792,153.0,31.0,0.8387096774193549,3.870967741935484,0.0,0.016666666666666666,0.0196078431372549,0.0196078431372549,0.0,0.0,5.0,0.0,0.0,0.0,2.0
"Based exclusively based my on involvement in sports games as mentioned above--I have played football, rugby, basketball, soccer, cricket and golf.",FALSE,TRUE,0.5144226217026628,false_positive,0.5144226217026628,146.0,22.0,0.9545454545454546,5.409090909090909,0.0,0.01680672268907563,0.04794520547945205,0.04794520547945205,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Speak confidential with us, complete survey. Investment products involve risks whereas insurance works on the principle of risk sharing.",FALSE,TRUE,0.5129665111914621,false_positive,0.5129665111914621,136.0,19.0,1.0,6.052631578947368,0.0,0.017391304347826087,0.022058823529411766,0.022058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The architecture at the shopping mall exit light plaza was inspired primarily through Frank Lloyd Wirt's Fallingwater in Pennsylvania.,FALSE,TRUE,0.5126267874712153,false_positive,0.5126267874712153,134.0,20.0,0.95,5.7,0.0,0.05263157894736842,0.014925373134328358,0.014925373134328358,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"No, you didn check because you were too distracted . I am not saying she was perfect and that you should never have left her, but you should have been more careful.",FALSE,TRUE,0.5089781459654801,false_positive,0.5089781459654801,164.0,31.0,0.8387096774193549,4.161290322580645,0.0,0.015503875968992248,0.024390243902439025,0.024390243902439025,0.0,0.0,5.0,0.0,0.0,0.0,2.0
"Facial Trainer is based on Natural Health Science principles aimed solely towards dealing with the signs of aging, especially wrinkles, fine lines, and sagging skin.",FALSE,TRUE,0.5081859238152027,false_positive,0.5081859238152027,165.0,25.0,1.0,5.48,0.0,0.0364963503649635,0.024242424242424242,0.024242424242424242,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"When do you go grocery-boping?""

""I donâ´t know. One week?""

""Two weeks.",FALSE,TRUE,0.506380494447445,false_positive,0.506380494447445,72.0,14.0,1.0,3.5,0.0,0.08163265306122448,0.125,0.1388888888888889,4.0,0.0,0.0,0.0,3.0,0.0,6.0
"Martens and J,Gosh.
Clicker Training for Dogs owners, trainers are using clicker training to teach obedience commands, housebreaking, and even agility training.",FALSE,TRUE,0.5034392455420963,false_positive,0.5034392455420963,160.0,23.0,0.8260869565217391,5.782608695652174,0.0,0.045112781954887216,0.0375,0.0375,1.0,0.0,4.0,0.0,1.0,0.0,2.0
"Thatcher D'souzechua 64470 Aluminé (Argentine Temuco Ar 1 S.O Paulo, SP, Brazil) 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 .",TRUE,FALSE,0.011010124093671577,false_negative,0.9889898759063285,278.0,112.0,0.125,1.4375,0.37410071942446044,0.21052631578947367,0.025179856115107913,0.025179856115107913,0.0,0.0,98.0,0.0,0.0,1.0,2.0
"Fashion’s the art.

The Art...
of Natural Selection.

It’ll be neat when they pluck need had kept them.",TRUE,FALSE,0.07578932984941548,false_negative,0.9242106701505846,103.0,20.0,0.9,3.8,0.0,0.07894736842105263,0.05825242718446602,0.07766990291262135,5.0,0.0,2.0,0.0,3.0,0.0,4.0
Surely as important research is to angle to discern quinomycin function inside the cell included the field that has been researched.,TRUE,FALSE,0.09491433377168333,false_negative,0.9050856662283167,132.0,21.0,0.9047619047619048,5.285714285714286,0.0,0.009009009009009009,0.007575757575757576,0.007575757575757576,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"-

for the first approach could you use laying flowers to three, like a big one dieszen, but the fourth is quite small.",TRUE,FALSE,0.11912815184428484,false_negative,0.8808718481557152,119.0,22.0,0.9545454545454546,4.181818181818182,0.0,0.0,0.03361344537815126,0.03361344537815126,2.0,0.0,1.0,0.0,0.0,0.0,2.0
"Count Bascobel’s dishes themed with Barangen, have been perfected by Julia’s extremely Chef Michele.",TRUE,FALSE,0.13452443819758764,false_negative,0.8654755618024124,100.0,16.0,0.9375,5.1875,0.0,0.07228915662650602,0.02,0.04,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Plus that girl with skinny jeans probably showering pools, that girl I'm taking to student to break up with her.",TRUE,FALSE,0.13657320159140038,false_negative,0.8634267984085996,112.0,21.0,0.8095238095238095,4.285714285714286,0.0,0.022222222222222223,0.026785714285714284,0.026785714285714284,0.0,0.0,4.0,0.0,0.0,0.0,1.0
"What is lost of the time is used"",
        objects=[""food"", True], verbosity=0)

      to_buy_str = items_to_string(to_buy)

      if to_buy_str.",TRUE,FALSE,0.1554691931626332,false_negative,0.8445308068373668,145.0,18.0,0.8888888888888888,5.166666666666667,0.006896551724137931,0.023529411764705882,0.15172413793103448,0.15172413793103448,5.0,0.0,2.0,1.0,3.0,0.0,4.0
It might take defusing the oven and cuiranto batteries for like 3773000 seconds extra good for your family and friends.,TRUE,FALSE,0.1589200050747849,false_negative,0.8410799949252151,119.0,20.0,0.9,4.95,0.058823529411764705,0.010869565217391304,0.008403361344537815,0.008403361344537815,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Gold label Extra Vegetable Oil will airliefrÈe les cuis·nes vol'ont icier terr'able.,TRUE,FALSE,0.16245161460022522,false_negative,0.8375483853997747,84.0,15.0,1.0,4.6,0.0,0.07246376811594203,0.03571428571428571,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,1.0
""", you were referring about ?

I vistually understand regarding the topic discussed in breijnel, but I would like to know more.",TRUE,FALSE,0.16630592466309102,false_negative,0.833694075336909,127.0,20.0,0.95,5.0,0.0,0.02,0.03937007874015748,0.03937007874015748,2.0,0.0,1.0,0.0,1.0,0.0,2.0
"Frank: Katie, could please you provide some figures.

Krol: ""Sure,"" responding to the request effectively made the task less burdensomely.",TRUE,FALSE,0.18039782499223916,false_negative,0.8196021750077609,138.0,20.0,0.95,5.5,0.0,0.03636363636363636,0.057971014492753624,0.057971014492753624,2.0,0.0,1.0,0.0,0.0,0.0,2.0
"Before you compare to the traditional mop & attack combination of United States, it will be little devices that can be simply done of a bucket.",TRUE,FALSE,0.18274437025651782,false_negative,0.8172556297434822,143.0,25.0,0.92,4.6,0.0,0.02608695652173913,0.02097902097902098,0.02097902097902098,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"""

It covers topics each department/verbatim would choose at its will on its year to productivity within the confines teamworking and teamworking.",TRUE,FALSE,0.19065754774162316,false_negative,0.8093424522583769,146.0,22.0,0.9090909090909091,5.5,0.0,0.008264462809917356,0.02054794520547945,0.02054794520547945,2.0,0.0,2.0,0.0,0.0,0.0,2.0
"</i>	|

| 3.Period= '</b>(3 year period starts on effective/service/end dates)</s> | 4.",TRUE,FALSE,0.1991192129310928,false_negative,0.8008807870689072,87.0,15.0,0.8666666666666667,3.6,0.034482758620689655,0.0196078431372549,0.22988505747126436,0.22988505747126436,2.0,0.0,2.0,0.0,2.0,0.0,3.0
"Occain calls and texts and roamed laptop internet are a risky business combinations fail, then I’m sure their customers will not be too happy.",TRUE,FALSE,0.22220729499589448,false_negative,0.7777927050041056,142.0,25.0,0.96,4.64,0.0,0.017241379310344827,0.014084507042253521,0.02112676056338028,0.0,0.0,1.0,0.0,0.0,1.0,1.0
