text,true_label,oof_pred_label,oof_prob_TRUE,error_type,confidence,char_length,word_count,unique_word_ratio,avg_word_length,digit_ratio,uppercase_ratio,punctuation_ratio,non_alphanumeric_ratio,newline_count,url_count,repeated_token_count,very_long_token_count,short_sentence_count,long_sentence_count,approx_sentence_count
"Analyzing these different chord progresses can act like unlocking access keys. The book offers a wealth of practical advice, from composing to recording, and even includes a section on how to deal with rejection.",FALSE,TRUE,0.9198127271743783,false_positive,0.9198127271743783,212.0,34.0,0.9411764705882353,5.147058823529412,0.0,0.011428571428571429,0.018867924528301886,0.018867924528301886,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"Check
out www.youtube ).
MELBOURNE SOCIAL CLUB by LINDA ANDERSON
In 1960, I was 16 years old and living in Melbourne.",FALSE,TRUE,0.9185409099023465,false_positive,0.9185409099023465,117.0,21.0,0.9047619047619048,4.380952380952381,0.05128205128205128,0.4186046511627907,0.042735042735042736,0.042735042735042736,3.0,1.0,2.0,0.0,3.0,0.0,5.0
"By putting aside my anxious overthinking, staying focused during my workday, and taking regular breaks to recharge, I've been able to create a better work-life balance that allows me to be more productive, enjoy my hobbies, and spend quality time with loved ones.",FALSE,TRUE,0.9183342293644801,false_positive,0.9183342293644801,263.0,45.0,0.8888888888888888,4.733333333333333,0.0,0.009389671361502348,0.030418250950570342,0.030418250950570342,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"```
  assistant
``nodeModulesD3 = netcoreModuleD3.",FALSE,TRUE,0.9101076701780318,false_positive,0.9101076701780318,50.0,3.0,1.0,12.333333333333334,0.04,0.11428571428571428,0.14,0.14,2.0,0.0,0.0,1.0,2.0,0.0,3.0
"dukeshill kitchen, situated brand africa of the finest gourmet restaurants. On a recent trip to the city, I was fortunate enough to be able to get a table at this restaurant, and I must say, it was one of the best dining experiences I’ve ever had.",FALSE,TRUE,0.9069712980869158,false_positive,0.9069712980869158,247.0,47.0,0.8085106382978723,4.148936170212766,0.0,0.020512820512820513,0.024291497975708502,0.02834008097165992,0.0,0.0,9.0,0.0,0.0,1.0,2.0
"A typical feature that Ryan runs on his show whenever weather warnings are issued is the ""Ryan's Weather Report"" segment, where he gives viewers tips on how to prepare for the weather, what items they need to have on hand, and where to go in case of an emergency.",FALSE,TRUE,0.9031940454992265,false_positive,0.9031940454992265,263.0,50.0,0.82,4.16,0.0,0.02403846153846154,0.026615969581749048,0.026615969581749048,0.0,0.0,9.0,0.0,0.0,1.0,1.0
"Incorporative of the appropriate spectrim is important for a balanced approach to eating. A healthy eating plan is not about strict dietary restrictions, but rather about making informed food choices and finding a balance between different food groups that works for you.",FALSE,TRUE,0.8997258266869892,false_positive,0.8997258266869892,271.0,42.0,0.8333333333333334,5.404761904761905,0.0,0.00881057268722467,0.01107011070110701,0.01107011070110701,0.0,0.0,7.0,0.0,0.0,1.0,2.0
"The National Diabetes Foundation says fiber sources alone may decrease your chronic heart disease risk by up to 30 percent, and that's a big deal, because heart disease is the leading cause of death in the United States.",FALSE,TRUE,0.8983257881039282,false_positive,0.8983257881039282,220.0,39.0,0.8974358974358975,4.589743589743589,0.00909090909090909,0.03389830508474576,0.01818181818181818,0.01818181818181818,0.0,0.0,4.0,0.0,0.0,1.0,1.0
"Here's MyFitnessPal, displaying important vital information such workout routines that worked best. I have tried to keep things simple by focusing on the most important nutrients, vitamins, and minerals.",FALSE,TRUE,0.895104807031481,false_positive,0.895104807031481,203.0,30.0,0.9666666666666667,5.633333333333334,0.0,0.029585798816568046,0.029556650246305417,0.029556650246305417,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"Through these exercises in positive perspective found them helpful. Initially it does take time and effort to change one's mindset, but once it becomes a habit, the rewards are immeasurable.",FALSE,TRUE,0.8887758610994632,false_positive,0.8887758610994632,190.0,31.0,0.967741935483871,5.032258064516129,0.0,0.01282051282051282,0.02631578947368421,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"Teachers have the important role selected works and ideas that they really want edited. In the event you’re not certain if you need to go to a small business school or maybe not, you may well be wondering the advantages of business school.",FALSE,TRUE,0.8885744068424315,false_positive,0.8885744068424315,239.0,44.0,0.8181818181818182,4.386363636363637,0.0,0.010362694300518135,0.012552301255230125,0.016736401673640166,0.0,0.0,8.0,0.0,0.0,1.0,2.0
"This versatile contender has been reinvin... read whole review >
5  Samsung Powerbot R7070
This sleek and stylish robot vacuum cleaner is a breeze to use and clean, thanks to its advanced navigation system and powerful suction.",FALSE,TRUE,0.887329930718025,false_positive,0.887329930718025,227.0,36.0,0.8888888888888888,5.111111111111111,0.022026431718061675,0.027932960893854747,0.02643171806167401,0.02643171806167401,2.0,0.0,4.0,0.0,2.0,0.0,4.0
"Armenia, which, as I region monitoring, the European Environment Commission, stated it is currently the most polluted country in Europe, has been ranked among the 10 most polluted countries globally, according to a new report by the World Health Organization (WHO).",FALSE,TRUE,0.8866948577602356,false_positive,0.8866948577602356,265.0,41.0,0.8780487804878049,5.2682926829268295,0.007547169811320755,0.056074766355140186,0.033962264150943396,0.033962264150943396,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"One technique from this strategy focuses typically reconstruction. Typically, this starts with identifying the main idea or topic, which can be a thesis statement, and then breaking that down into smaller subtopics or points.",FALSE,TRUE,0.8856748826224068,false_positive,0.8856748826224068,225.0,34.0,0.9117647058823529,5.5,0.0,0.0106951871657754,0.022222222222222223,0.022222222222222223,0.0,0.0,3.0,0.0,0.0,1.0,2.0
"Here has been an increase in using locally amenable fabrics and artisan textiles overall. This trend is driven by the growing interest in sustainability and reducing the environmental impact of fashion, as well as a desire to support local communities and artisans.",FALSE,TRUE,0.8854258724724353,false_positive,0.8854258724724353,265.0,42.0,0.8809523809523809,5.261904761904762,0.0,0.00904977375565611,0.011320754716981131,0.011320754716981131,0.0,0.0,5.0,0.0,0.0,1.0,2.0
"Baptie has curated an ac robatic experience that captures customers in an interactive atmosphere. The venue is designed to resemble a circus tent, with a large central stage, high-top tables and bar stools that surround the space.",FALSE,TRUE,0.8842120901924616,false_positive,0.8842120901924616,230.0,38.0,0.8947368421052632,4.973684210526316,0.0,0.010582010582010581,0.021739130434782608,0.021739130434782608,0.0,0.0,4.0,0.0,0.0,0.0,2.0
"It turns out the weather service is seeing mostly consensus for between six in. By the time the snow reaches the ground, the snow will have started to melt and will only be a few inches deep.",FALSE,TRUE,0.882113511652926,false_positive,0.882113511652926,191.0,37.0,0.8378378378378378,4.108108108108108,0.0,0.013157894736842105,0.015706806282722512,0.015706806282722512,0.0,0.0,6.0,0.0,0.0,0.0,2.0
"In an article titled Nine principles retail developers should consider for innovative resilient retail, published in the Spring 2017 issue of the Urban Land Magazine, the authors highlight the importance of creating a resilient retail environment as a key factor in ensuring the long-term success of retail developments.",FALSE,TRUE,0.8782603394953202,false_positive,0.8782603394953202,320.0,49.0,0.7346938775510204,5.489795918367347,0.0125,0.022641509433962263,0.0125,0.0125,0.0,0.0,13.0,0.0,0.0,1.0,1.0
"When paired along a cholesterol-based healthy diet program along for example lowfat dairy products, fruits, vegetables, and whole grains, consuming lean protein may help to reduce your risk for cardiovascular disease and stroke, according to a report published in the journal Nutrients.",FALSE,TRUE,0.8776633841092907,false_positive,0.8776633841092907,286.0,43.0,0.8837209302325582,5.534883720930233,0.0,0.008403361344537815,0.024475524475524476,0.024475524475524476,0.0,0.0,5.0,0.0,0.0,1.0,1.0
"Hopefully not too unpleasant for anyone patrolled...""

    weather_message_yestoday_and_forecast = weather_message_yesterday + ""\n\n"" + weather_message_forecast

    return weather_message_yestoday_and_forecast


def get_weather_message_hourly(city_name).",FALSE,TRUE,0.8758530294903032,false_positive,0.8758530294903032,255.0,17.0,0.8823529411764706,12.470588235294118,0.0,0.00510204081632653,0.11764705882352941,0.11764705882352941,7.0,0.0,2.0,5.0,3.0,0.0,5.0
However having been told indirectly otherwise – I do appreciate constructive input. However it is also important to consider that sometimes a person might have a genuine reason to keep the issue private and not share it publicly.,FALSE,TRUE,0.8740614471208151,false_positive,0.8740614471208151,229.0,37.0,0.8918918918918919,5.108108108108108,0.0,0.015873015873015872,0.008733624454148471,0.013100436681222707,0.0,0.0,4.0,0.0,0.0,1.0,2.0
"Hyp
3.2 Advanced Query Parser
As detailed in prior work [8], the Advanced Query Parser is an extension of the original query parser that allows for more complex queries and greater flexibility in expressing user preferences.",FALSE,TRUE,0.8734006340511398,false_positive,0.8734006340511398,224.0,37.0,0.8108108108108109,4.972972972972973,0.013392857142857142,0.04419889502762431,0.022321428571428572,0.022321428571428572,2.0,0.0,7.0,0.0,3.0,1.0,4.0
"[...]</a>"""","""");
""%html_head%"").attrSet(""http_response_code"",'200').",FALSE,TRUE,0.8730060603908787,false_positive,0.8730060603908787,68.0,5.0,1.0,7.6,0.04411764705882353,0.03125,0.47058823529411764,0.47058823529411764,1.0,0.0,0.0,1.0,3.0,0.0,4.0
"Additionally the associated costs of partnering developers with dense urban environments means higher upfront costs and the need. The costs of building a new skyscraper can range from $500 to $1,500 per square foot, depending on the location, design, and materials used.",FALSE,TRUE,0.8723443210774432,false_positive,0.8723443210774432,270.0,43.0,0.813953488372093,5.1395348837209305,0.025925925925925925,0.009345794392523364,0.02962962962962963,0.02962962962962963,0.0,0.0,8.0,0.0,0.0,1.0,2.0
You might introduce it by asking if exists together we are stronger than they choose to believe. Friendship poems for kids can be a great way to encourage children to learn about the value of friendship.,FALSE,TRUE,0.8705453332630277,false_positive,0.8705453332630277,203.0,36.0,0.9166666666666666,4.611111111111111,0.0,0.012048192771084338,0.009852216748768473,0.009852216748768473,0.0,0.0,3.0,0.0,0.0,0.0,2.0
"Begin deep nasal breathing for purposes figured in previous paragraphs yet mentioned. Then, as you inhale, imagine inhaling a brilliant white light into the pit of your stomach.",FALSE,TRUE,0.8704696609775562,false_positive,0.8704696609775562,177.0,28.0,1.0,5.214285714285714,0.0,0.0136986301369863,0.022598870056497175,0.022598870056497175,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"Barcode identification and visual recognition might play advantageous.""
""Interesting concept! Plant ID books are a great way to start learning about plants, but they do have their limitations.",FALSE,TRUE,0.8701429405839352,false_positive,0.8701429405839352,192.0,28.0,1.0,5.678571428571429,0.0,0.031446540880503145,0.03125,0.03125,1.0,0.0,0.0,0.0,1.0,0.0,4.0
P. Searcy.[STORIA JOURNAL ARCHIVES]( http www.,FALSE,TRUE,0.8699398228519016,false_positive,0.8699398228519016,46.0,7.0,1.0,5.0,0.0,0.6571428571428571,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,0.0,3.0,0.0,3.0
"At a societal, economic, practical necessity maybe, however at a mytho-empire level, there is no such thing as a ""job"" and no such thing as an ""industry""
I'm in agreement with your thoughts on the word ""industry"" and I'm glad you brought up the idea of a ""job.",FALSE,TRUE,0.8697495691434726,false_positive,0.8697495691434726,260.0,51.0,0.7254901960784313,3.8823529411764706,0.0,0.015151515151515152,0.057692307692307696,0.057692307692307696,1.0,0.0,14.0,0.0,0.0,1.0,2.0
"The initial investment will be worth my better understanding as to why and where this behavior happens. If they are doing it out of fear, then the best way to address it is to work with them to build their confidence in their abilities.",FALSE,TRUE,0.8669134470093295,false_positive,0.8669134470093295,236.0,44.0,0.8636363636363636,4.318181818181818,0.0,0.010526315789473684,0.012711864406779662,0.012711864406779662,0.0,0.0,6.0,0.0,0.0,1.0,2.0
"There’s at times a lot you heard belied in a common myth. The concept of the ‘perfect’ body, for example, is something that has been ingrained in society for years, and it can be a very damaging idea for many people.",FALSE,TRUE,0.8653409949049851,false_positive,0.8653409949049851,216.0,42.0,0.8571428571428571,4.0,0.0,0.011904761904761904,0.023148148148148147,0.037037037037037035,0.0,0.0,6.0,0.0,0.0,1.0,2.0
"Ensure to routinely track progress and measure outward from lessons discovered within every campaign. The report should present the results of the campaign in a clear and concise manner, including the impact on revenue, conversion rates, and customer engagement metrics.",FALSE,TRUE,0.8653254991964935,false_positive,0.8653254991964935,270.0,40.0,0.85,5.65,0.0,0.008849557522123894,0.018518518518518517,0.018518518518518517,0.0,0.0,6.0,0.0,0.0,1.0,2.0
"However our modern lifestyles have made time-star generation. Tea gardens are no further from the hustle and bustle of city life, but still within easy reach, making them a popular choice for those looking for a relaxing escape.",FALSE,TRUE,0.8641867223944429,false_positive,0.8641867223944429,228.0,39.0,0.9487179487179487,4.769230769230769,0.0,0.010752688172043012,0.021929824561403508,0.021929824561403508,0.0,0.0,2.0,0.0,0.0,1.0,2.0
"First Social Media. Social Media Channels. What is Facebook Marketing? And on top through the internet, people can get to know what is going on in the world, and get to know their friends.",FALSE,TRUE,0.8630296689359405,false_positive,0.8630296689359405,188.0,34.0,0.7058823529411765,4.382352941176471,0.0,0.06711409395973154,0.031914893617021274,0.031914893617021274,0.0,0.0,10.0,0.0,3.0,0.0,4.0
"After trying out several different chargs from various models, such power supply brands as AOC, ASUS, and ViewSonic, I finally settled on this Dell 24"" LED Monitor with HDMI.",FALSE,TRUE,0.8624318533978199,false_positive,0.8624318533978199,174.0,29.0,1.0,4.827586206896552,0.011494252873563218,0.14492753623188406,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Nothing else invigorates my dialog bit.Even the scrimp and bacon breakfasts of my childhood, or the fried eggs and bacon with hash browns of my youth, or the more recent, lighter egg white omelet and veggie omelet with whole wheat toast, can’t compare.",FALSE,TRUE,0.8612221450287353,false_positive,0.8612221450287353,252.0,45.0,0.7555555555555555,4.511111111111111,0.0,0.009852216748768473,0.023809523809523808,0.027777777777777776,0.0,0.0,11.0,0.0,0.0,1.0,2.0
"It seemed like the right beginning method before starting any program itself. My program is designed to read a text file that contains some data (in this case, a list of numbers).",FALSE,TRUE,0.8603403696650369,false_positive,0.8603403696650369,179.0,32.0,0.9375,4.46875,0.0,0.013986013986013986,0.027932960893854747,0.027932960893854747,0.0,0.0,2.0,0.0,0.0,0.0,2.0
While many of those habits or suffer minimal long run consequences if missed—such as brushing your teeth or taking a shower—the same cannot be said for other habits that are equally important in a person's life.,FALSE,TRUE,0.8522803706855533,false_positive,0.8522803706855533,211.0,39.0,0.9230769230769231,4.410256410256411,0.0,0.005813953488372093,0.009478672985781991,0.018957345971563982,0.0,0.0,3.0,0.0,0.0,1.0,1.0
"In your message. \)

User 0 and 1000
fashon week
Fashion week is a series of events that occur over a specific period of time, usually a week, in which fashion designers, brands, and fashion houses showcase their latest collections to buyers, journalists, and fashion influencers.",FALSE,TRUE,0.8509193515695768,false_positive,0.8509193515695768,280.0,45.0,0.7555555555555555,4.977777777777778,0.017857142857142856,0.0136986301369863,0.03571428571428571,0.03571428571428571,4.0,0.0,11.0,0.0,3.0,1.0,5.0
"These devices harness renewable sources making...
4 Reasons to Go for Geomatic Surveying Services for Your Business
Geomatic surveying is a method of gathering and analyzing geographical data using specialized equipment and techniques.",FALSE,TRUE,0.8482575452352525,false_positive,0.8482575452352525,235.0,33.0,0.8787878787878788,6.03030303030303,0.00425531914893617,0.045454545454545456,0.01702127659574468,0.01702127659574468,2.0,0.0,4.0,0.0,0.0,0.0,3.0
"Though not a particularly eloquate soul myself—oh, you know me, I'm a poet, not a philosopher—I'm nonetheless fascinated by the works of those who have the gift of eloquence, the ability to articulate their thoughts and ideas in a way that inspires and uplifts others.",FALSE,TRUE,0.8468998799929915,false_positive,0.8468998799929915,268.0,49.0,0.7959183673469388,4.387755102040816,0.0,0.013953488372093023,0.026119402985074626,0.033582089552238806,0.0,0.0,10.0,0.0,0.0,1.0,1.0
Disposable filter replacements help lend people bigger performance from the machine conveniently. It is also an eco-friendly choice because you don’t need to throw away the entire machine.,FALSE,TRUE,0.846318451056549,false_positive,0.846318451056549,188.0,30.0,0.9333333333333333,5.233333333333333,0.0,0.012738853503184714,0.015957446808510637,0.02127659574468085,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"') } else {
  res.setItems([""Key holder"", [...this.getRelatedEntities()]]).",FALSE,TRUE,0.8420180243675344,false_positive,0.8420180243675344,75.0,7.0,1.0,6.571428571428571,0.0,0.08695652173913043,0.28,0.28,1.0,0.0,0.0,1.0,5.0,0.0,5.0
""")
puts message.to_s.endsWith?$? ? """":""..."") # remove trailing newline if present
puts message.",FALSE,TRUE,0.8417638260227587,false_positive,0.8417638260227587,95.0,11.0,0.8181818181818182,5.818181818181818,0.0,0.015873015873015872,0.21052631578947367,0.21052631578947367,2.0,0.0,2.0,0.0,5.0,0.0,8.0
"Local celebrities Richard and Mayumi Morales alongside Kobe Bryant are inviting everyone ahead of time to attend the grand opening of their new restaurant, Kobe Club LA, which will be located at 8500 Beverly Boulevard in West Hollywood, California.",FALSE,TRUE,0.8412367403833634,false_positive,0.8412367403833634,248.0,39.0,0.9487179487179487,5.282051282051282,0.016129032258064516,0.07425742574257425,0.016129032258064516,0.016129032258064516,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"However professional lighting systems, utilized chiefly inside photographs studios have a wider range. The lighting fixtures can be used for a variety of applications, including indoor and outside photographs, videos, and television production.",FALSE,TRUE,0.8408476772001149,false_positive,0.8408476772001149,244.0,33.0,0.8787878787878788,6.242424242424242,0.0,0.009708737864077669,0.02459016393442623,0.02459016393442623,0.0,0.0,4.0,0.0,0.0,0.0,2.0
"Let s take our favorite parks visitor program, the. The art institute s museum school offers a wide range of classes and workshops for adults and teens interested in exploring their creativity.",FALSE,TRUE,0.8389025322431417,false_positive,0.8389025322431417,193.0,32.0,0.90625,4.96875,0.0,0.012578616352201259,0.015544041450777202,0.015544041450777202,0.0,0.0,3.0,0.0,0.0,0.0,2.0
"Through examining psychological theories such Sipionian’s recent research that focuses on the role of early childhood experiences in shaping personality, including the influence of parental attachment and the development of social skills, the course will explore the importance of early childhood in shaping an individual’s social identity and personality.",FALSE,TRUE,0.8379490129331569,false_positive,0.8379490129331569,356.0,51.0,0.7058823529411765,5.9411764705882355,0.0,0.006600660066006601,0.008426966292134831,0.014044943820224719,0.0,0.0,15.0,0.0,0.0,1.0,1.0
"Hence choosing the appropriate temperature relying on whether it as necessary. Based on the passage above, Could you paraphrase the sentence ""The temperature of the mixture should be adjusted to achieve the desired viscosity without overheating the polymer"" in simpler terms.",FALSE,TRUE,0.8359574525496002,false_positive,0.8359574525496002,275.0,41.0,0.8048780487804879,5.609756097560975,0.0,0.017391304347826087,0.01818181818181818,0.01818181818181818,0.0,0.0,8.0,0.0,0.0,1.0,2.0
"If the excitement doesn’t get too live yet.The 139-12th Street Station is an elevated station with a single track and two side platforms, each 260 feet long.",FALSE,TRUE,0.8354323979291527,false_positive,0.8354323979291527,157.0,30.0,0.9333333333333333,4.2,0.050955414012738856,0.03389830508474576,0.025477707006369428,0.03184713375796178,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"If learning Spanish was private thereafter you may be taken. The Spanish language is a great way to communicate with people from Central and South America, Spain, and other Spanish-speaking countries.",FALSE,TRUE,0.83428859392325,false_positive,0.83428859392325,200.0,32.0,0.90625,5.15625,0.0,0.05454545454545454,0.025,0.025,0.0,0.0,3.0,0.0,0.0,0.0,2.0
"WORLD'S TOP INTELLEC • Scientist - 10 .
The Constitution's Bill of Rights guarantees that ""Congress shall make no law abridging the freedom of speech,"" but it doesn't guarantee that any particular speech will be heard.",FALSE,TRUE,0.8342009545893646,false_positive,0.8342009545893646,218.0,36.0,0.8611111111111112,4.805555555555555,0.009174311926605505,0.13450292397660818,0.04128440366972477,0.045871559633027525,1.0,0.0,5.0,0.0,0.0,1.0,2.0
"Do any research and engage outside professionals as needed.""

#2. Discuss potential financial impacts and consider insurance options

""Consider the potential financial impacts of a disaster, including property damage, lost income, and medical bills.",FALSE,TRUE,0.8341604294766662,false_positive,0.8341604294766662,249.0,34.0,0.8235294117647058,6.029411764705882,0.004016064257028112,0.014705882352941176,0.03614457831325301,0.03614457831325301,4.0,0.0,6.0,0.0,1.0,0.0,5.0
Though Warner Bros.’s New Line has expressed interest in an “absolute priority adaptation”. The studio has not yet officially announced any plans to move forward with the project.,FALSE,TRUE,0.833932390972992,false_positive,0.833932390972992,179.0,29.0,0.9310344827586207,5.0344827586206895,0.0,0.0410958904109589,0.01675977653631285,0.0335195530726257,0.0,0.0,2.0,0.0,1.0,0.0,3.0
"These habits strongly affect the migrants without regard for any other aspect.In the context of migration, the term habit refers to a specific behavior that is learned through repetition and becomes a part of a person's regular routine.",FALSE,TRUE,0.8333798810857451,false_positive,0.8333798810857451,236.0,40.0,0.875,4.875,0.0,0.010256410256410256,0.01694915254237288,0.01694915254237288,0.0,0.0,5.0,0.0,0.0,1.0,2.0
"Based with real data, compiled case histories of successful setting and putting goals into action, and practical advice from a seasoned coach, this book will help you achieve the most elusive but most important goal of all.",FALSE,TRUE,0.8325507757527524,false_positive,0.8325507757527524,223.0,37.0,0.918918918918919,4.945945945945946,0.0,0.00546448087431694,0.017937219730941704,0.017937219730941704,0.0,0.0,3.0,0.0,0.0,1.0,1.0
These same routines could recommend scheduling some time each week or specially during vacations because it's easy for the body to get out of balance when we're not doing our regular workout routines.,FALSE,TRUE,0.8322622374114361,false_positive,0.8322622374114361,200.0,35.0,0.9714285714285714,4.714285714285714,0.0,0.006060606060606061,0.015,0.015,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"In banks in Kenya e g, enterprises bank or the cooperative system. The format of the essay is not specified, so we'll do our best to present it in a way that works best for you.",FALSE,TRUE,0.832163225208791,false_positive,0.832163225208791,177.0,37.0,0.8648648648648649,3.7027027027027026,0.0,0.021897810218978103,0.02824858757062147,0.02824858757062147,0.0,0.0,5.0,0.0,0.0,1.0,2.0
"She moved slowly to allow Laura Jane his space and noticed that something was troubling David. The young man’s brow was furrowed, and he was staring at the ground with a mixture of sadness and frustration.",FALSE,TRUE,0.8312983590559001,false_positive,0.8312983590559001,205.0,37.0,0.8648648648648649,4.486486486486487,0.0,0.030120481927710843,0.014634146341463415,0.01951219512195122,0.0,0.0,5.0,0.0,0.0,0.0,2.0
"Discuss one or more of the different indicators before moving into what makes your chosen indicator distinctive. Explain why you have chosen your indicator, and what insights it provides into the broader trends in the industry.",FALSE,TRUE,0.8308409873290902,false_positive,0.8308409873290902,227.0,36.0,0.8055555555555556,5.25,0.0,0.010582010582010581,0.013215859030837005,0.013215859030837005,0.0,0.0,7.0,0.0,0.0,0.0,2.0
"Having had several instances…
Discussion | Friendship and Technology
Friendly Technology
Friendship Technology
Having had several instances where I have had to communicate with people who are not fluent in English, I have had some difficulties.",FALSE,TRUE,0.830196092445572,false_positive,0.830196092445572,244.0,35.0,0.6857142857142857,5.857142857142857,0.0,0.05853658536585366,0.012295081967213115,0.01639344262295082,4.0,0.0,11.0,0.0,4.0,0.0,5.0
"Popular Christmas carOLS and have literally become holiday trademarks!
Our range offers many styles of Christmas carol cards for you to choose from, including traditional, modern, religious, secular and fun designs.",FALSE,TRUE,0.8298367644855003,false_positive,0.8298367644855003,215.0,31.0,0.9354838709677419,5.774193548387097,0.0,0.03910614525139665,0.027906976744186046,0.027906976744186046,1.0,0.0,2.0,0.0,0.0,0.0,2.0
"lose the distractions while enjoying nature outings/adrenalin-pumping adventure walks. You'll be able to connect with your loved ones, and even your own inner self, in a unique way.",FALSE,TRUE,0.8294853614412813,false_positive,0.8294853614412813,181.0,31.0,0.967741935483871,4.741935483870968,0.0,0.006802721088435374,0.03867403314917127,0.03867403314917127,0.0,0.0,1.0,0.0,0.0,0.0,2.0
"Controls and data transfer. In Apple book a room, you always want. The only other difference is that the iMac is an all-in-one desktop computer, while the Mac Pro is a desktop tower computer.",FALSE,TRUE,0.8294774229138626,false_positive,0.8294774229138626,191.0,36.0,0.7777777777777778,4.194444444444445,0.0,0.046357615894039736,0.03664921465968586,0.03664921465968586,0.0,0.0,8.0,0.0,1.0,0.0,3.0
": 
 ""Our express one-phone-call support is conveniently led by our team of skilled technicians who are experts in their field and have the knowledge and experience to resolve any issues quickly and efficiently,"" said a representative of the company.",FALSE,TRUE,0.8293805229779139,false_positive,0.8293805229779139,249.0,40.0,0.875,5.05,0.0,0.0049504950495049506,0.028112449799196786,0.028112449799196786,1.0,0.0,5.0,0.0,0.0,1.0,2.0
"Whether an on-site planner installs templates featuring the brand colors in landscape orientation or a web developer incorporates them into the website’s design, it’s important for businesses to take advantage of all the design elements available to them.",FALSE,TRUE,0.8276512676776625,false_positive,0.8276512676776625,255.0,41.0,0.8536585365853658,5.195121951219512,0.0,0.004694835680751174,0.011764705882352941,0.0196078431372549,0.0,0.0,6.0,0.0,0.0,1.0,1.0
"This inspiring and accessible book tells their largely suspense-defeating, often thrilling hstory. The author has been a lifelong fan of these two clubs and a season ticket holder for over 30 years.",FALSE,TRUE,0.8272888191015045,false_positive,0.8272888191015045,198.0,33.0,0.9393939393939394,4.9393939393939394,0.010101010101010102,0.012422360248447204,0.020202020202020204,0.020202020202020204,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"Today it functions as a metaphor Partheon refers back, no. Me, I love the fact that the sun was shining and the birds were singing, and that I was sitting outside in my garden with a hot cup of coffee.",FALSE,TRUE,0.819756420597508,false_positive,0.819756420597508,201.0,40.0,0.825,3.925,0.0,0.03184713375796178,0.024875621890547265,0.024875621890547265,0.0,0.0,7.0,0.0,0.0,1.0,2.0
"There professionals work tirelessly around scheduled missions offering quality affordable services. The bike is a great investment, but it’s a big investment, and it’s something that you should carefully consider.",FALSE,TRUE,0.8184491669816181,false_positive,0.8184491669816181,213.0,32.0,0.875,5.5625,0.0,0.011235955056179775,0.018779342723004695,0.028169014084507043,0.0,0.0,4.0,0.0,0.0,0.0,2.0
"Think through several options and choose.

""What Thoughts Do Your Recipes Conalesce,"" by Kelli Russell Agodon, was published in the anthology ""The Art of Losing"" (Finishing Line Press, 2014) and was nominated for a Pushcart Prize.",FALSE,TRUE,0.8173446318232138,false_positive,0.8173446318232138,230.0,36.0,0.9166666666666666,5.083333333333333,0.017391304347826087,0.1005586592178771,0.04782608695652174,0.04782608695652174,2.0,0.0,3.0,0.0,0.0,1.0,2.0
"ASSICURAR-ADBLOCKER.COM

If the answer is 1.) I don't think so.",FALSE,TRUE,0.8155614558287729,false_positive,0.8155614558287729,63.0,13.0,1.0,3.6153846153846154,0.015873015873015872,0.5,0.09523809523809523,0.09523809523809523,2.0,0.0,0.0,0.0,4.0,0.0,4.0
"With overviews of ingredient preparation as nicely as step diagrams that educate guests on how to correctly use the various attachments, this e-book is perfect for beginner and intermediate chefs who are searching to enhance their kitchen prowess.",FALSE,TRUE,0.8151115366872764,false_positive,0.8151115366872764,247.0,39.0,0.9487179487179487,5.3076923076923075,0.0,0.004830917874396135,0.012145748987854251,0.012145748987854251,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"Ultimately achieving exceptional success in your education administration attorney career means understanding the foundation’s financial and legal requirements, identifying opportunities for growth, and implementing strategies that align with your vision.",FALSE,TRUE,0.8139863123624994,false_positive,0.8139863123624994,255.0,31.0,0.9354838709677419,7.161290322580645,0.0,0.0045045045045045045,0.011764705882352941,0.01568627450980392,0.0,0.0,2.0,0.0,0.0,1.0,1.0
"Plus, viewers get access brief descriptions or summaries written specifically designed. This allows individuals, organizations, and businesses to create their own unique video content for their website or social media pages.",FALSE,TRUE,0.8132740897299497,false_positive,0.8132740897299497,224.0,31.0,0.9354838709677419,6.096774193548387,0.0,0.010582010582010581,0.022321428571428572,0.022321428571428572,0.0,0.0,2.0,0.0,0.0,0.0,2.0
"Photo: ThinkGeoPoliticsAfter years with little effort on their behalf from a congressional committee, electric utilities are making strides to advance the use of carbon capture technology in coal-fired power plants.",FALSE,TRUE,0.8115471367898665,false_positive,0.8115471367898665,215.0,31.0,1.0,5.870967741935484,0.0,0.027472527472527472,0.018604651162790697,0.018604651162790697,0.0,0.0,0.0,1.0,0.0,1.0,1.0
